Interest,Aliases,vector_id
time-series analysis,TSA,interest_3036
tissue engineering,TE,interest_3037
tissue engineering and biomaterials,"Advanced Materials, Biomedical Engineering, Biotechnology, Materials Science, TEB",interest_3038
tissue/organ models,TOM,interest_3039
tomographic sar,TS,interest_3040
tomography,"tomography Research, tomography Technology",interest_3041
tomography error,TE,interest_3042
tools for fluid structure interaction,TFSI,interest_3043
topology optimization,TO,interest_3044
toxicology,"toxicology Research, toxicology Technology",interest_3045
toxins,"toxins Research, toxins Technology",interest_3046
tpes and tpvs,TT,interest_3047
trace contaminant removal,TCR,interest_3048
trace contaminants,TC,interest_3049
trace gases,TG,interest_3050
traffic emission,TE,interest_3051
traffic engineering,TE,interest_3052
traffic flow analysis and modeling,TFAM,interest_3053
traffic flow modeling,TFM,interest_3054
traffic flow theory,TFT,interest_3055
traffic operation and simulation,TOS,interest_3056
traffic operations,TO,interest_3057
traffic safety,TS,interest_3058
transcripion,"transcripion Research, transcripion Technology",interest_3059
transfer processes,TP,interest_3060
transformer,"transformer Research, transformer Technology",interest_3061
transgenic zebrafish,TZ,interest_3062
transition,"transition Research, transition Technology",interest_3063
transition metal-catalysis,TMC,interest_3064
transmitarray,"transmitarray Research, transmitarray Technology",interest_3065
transport,"transport Research, transport Technology",interest_3066
transport modelling,TM,interest_3067
transport phenomena,TP,interest_3068
transportation design,TD,interest_3069
transportation engineering,TE,interest_3070
transportation network modeling,"TNM, Telecommunications, Wireless Systems",interest_3071
transportation safety and,TS,interest_3072
transportation systems,TS,interest_3073
travel behaviour,TB,interest_3074
triarylbismuth reagents,TR,interest_3075
tribal languages of india,TLI,interest_3076
triboelectric nanogenerator,"Nanoscale Science, Nanotechnology, TN",interest_3077
tribology,"tribology Research, tribology Technology",interest_3078
tribology and vibrations,TV,interest_3079
triple-decker,TD,interest_3080
trustworthy ai,"Artificial Intelligence, Machine Intelligence, TA",interest_3081
tuberculosis,"tuberculosis Research, tuberculosis Technology",interest_3082
tumor angiogenesis,TA,interest_3083
tunable nanoplasmonic metadevices,"Nanoscale Science, Nanotechnology, TNM",interest_3084
tundish steelmaking,TS,interest_3085
turan type inequalities,TTI,interest_3086
turbomachinery,"turbomachinery Research, turbomachinery Technology",interest_3087
turbulence,"turbulence Research, turbulence Technology",interest_3088
turbulence modeling,TM,interest_3089
turbulent convection,TC,interest_3090
turbulent flows,TF,interest_3091
two phase flow,TPF,interest_3092
two-dimensional (2d) materials,"Advanced Materials, Materials Science, TD2M",interest_3093
two-phase flow,TPF,interest_3094
two-phase flow and heat transfer,TPFHT,interest_3095
uav applications,UA,interest_3096
uav remote sensing,URS,interest_3097
uhecr sources & properties,USP,interest_3098
ultra high temperature ceramics,UHTC,interest_3099
ultra high temperature ceramics and,UHTC,interest_3100
ultra-precision finishing,UPF,interest_3101
ultrafast  lasers and photonics,ULP,interest_3102
ultrafast cooling,UC,interest_3103
ultrafast cooling methods,UCM,interest_3104
ultrafast devices,UD,interest_3105
ultrafast magnetism,UM,interest_3106
ultrafast spectroscopy,US,interest_3107
ultrafast spectrosocpy,US,interest_3108
ultrasonic,"ultrasonic Research, ultrasonic Technology",interest_3109
ultrasonic/ megasonic fields,UMF,interest_3110
ultrasonics,"ultrasonics Research, ultrasonics Technology",interest_3111
ultrasound imaging,UI,interest_3112
uncertainty modeling,"Artificial Intelligence, Machine Intelligence, UM",interest_3113
uncertainty quantification,"Artificial Intelligence, Machine Intelligence, UQ",interest_3114
uncertainty quantification & stochastic,"Artificial Intelligence, Machine Intelligence, UQS",interest_3115
underactuated hands,UH,interest_3116
underground structures,US,interest_3117
underwater acoustics,UA,interest_3118
unsaturated soil mechanics,USM,interest_3119
urban air quality,"Artificial Intelligence, Machine Intelligence, UAQ",interest_3120
urban air quality management,"Artificial Intelligence, Machine Intelligence, UAQM",interest_3121
urban climate,UC,interest_3122
urban environmental planning,UEP,interest_3123
urban floods,UF,interest_3124
urban modelling,UM,interest_3125
urban transport planning,UTP,interest_3126
urban water,UW,interest_3127
urban water systems,UWS,interest_3128
urfc,"urfc Research, urfc Technology",interest_3129
use of frps in infrastructure,UFI,interest_3130
user experience design,UED,interest_3131
usm,"usm Research, usm Technology",interest_3132
uwb antenna,UA,interest_3133
v2x,"v2x Research, v2x Technology",interest_3134
vaccine,"vaccine Research, vaccine Technology",interest_3135
valence fluctuation),VF,interest_3136
value chain,"Artificial Intelligence, Machine Intelligence, VC",interest_3137
variable angle tow composites,VATC,interest_3138
vascular ageing,VA,interest_3139
vascular biology,"Biomedical Engineering, Biotechnology, VB",interest_3140
vehicle dynamics,VD,interest_3141
ventilation,"ventilation Research, ventilation Technology",interest_3142
vibration,"vibration Research, vibration Technology",interest_3143
vibration & rotor dynamics,VRD,interest_3144
vibration and control,"Autonomous Systems, Robotics & Automation, VC",interest_3145
vibration control,"Autonomous Systems, Robotics & Automation, VC",interest_3146
vibration control of mechatronic systems,"Autonomous Systems, Robotics & Automation, VCMS",interest_3147
vibrations,"vibrations Research, vibrations Technology",interest_3148
vibrations and control,"Autonomous Systems, Robotics & Automation, VC",interest_3149
vibrio,"vibrio Research, vibrio Technology",interest_3150
video understanding,VU,interest_3151
virology,"virology Research, virology Technology",interest_3152
virology and vaccine development,VVD,interest_3153
virtual reality,VR,interest_3154
virtual teams,VT,interest_3155
viscoelastic flows,VF,interest_3156
viscoelasticity,"viscoelasticity Research, viscoelasticity Technology",interest_3157
visible light-based communications,"Telecommunications, VLBC, Wireless Systems",interest_3158
visual culture and narrative systems,VCNS,interest_3159
vitrimer,"vitrimer Research, vitrimer Technology",interest_3160
vlc,"vlc Research, vlc Technology",interest_3161
vlsi,"vlsi Research, vlsi Technology",interest_3162
vlsi and signal processing,VSP,interest_3163
vlsi circuit design,VCD,interest_3164
vlsi circuits and systems,VCS,interest_3165
vlsi design and testing,VDT,interest_3166
vlsi image processing,"Image Analysis, VIP, Visual Recognition",interest_3167
vlsi signal processing,VSP,interest_3168
vortex tube air separation,"Artificial Intelligence, Machine Intelligence, VTAS",interest_3169
vr/ar,VA,interest_3170
walking,"walking Research, walking Technology",interest_3171
wams,"wams Research, wams Technology",interest_3172
warm mix asphalt,WMA,interest_3173
wash,"wash Research, wash Technology",interest_3174
waste,"waste Research, waste Technology",interest_3175
waste and waste wat,WWW,interest_3176
waste incineration etc,WIE,interest_3177
waste plastics and solid wastes to fuels and,"Clean Energy, Renewable Energy Systems, WPSWF",interest_3178
waste utilization in construction,WUC,interest_3179
waste valorization,WV,interest_3180
waste water treatment,WWT,interest_3181
wastewater,"wastewater Research, wastewater Technology",interest_3182
wastewater recycling and reuse,WRR,interest_3183
wastewater remediation,WR,interest_3184
wastewater treatment,WT,interest_3185
wastewater treatment using constructed,WTUC,interest_3186
watar-splitting,WS,interest_3187
watehsed modelling,WM,interest_3188
water,"water Research, water Technology",interest_3189
water & wastewater treatment,WWT,interest_3190
water and sanitation,WS,interest_3191
water and wastewater treatment,WWT,interest_3192
water audit,WA,interest_3193
water electrolysers,"Electrochemical Hydrogen, Hydrogen Generation, PEM Electrolysis, WE, Water Splitting",interest_3194
water governance,WG,interest_3195
water management,WM,interest_3196
water policy,WP,interest_3197
water purification,WP,interest_3198
water quality,WQ,interest_3199
water quality and treatment,WQT,interest_3200
water quality mapping,WQM,interest_3201
water quality monitoring and surveillance,WQMS,interest_3202
water remediation,WR,interest_3203
water res. planning & management,WRPM,interest_3204
water resources,WR,interest_3205
water resources and remote sensing,WRRS,interest_3206
water resources development &,WRD,interest_3207
water resources engg,WRE,interest_3208
water resources engineering,WRE,interest_3209
water resources management,WRM,interest_3210
water safety,WS,interest_3211
water splitting,WS,interest_3212
water treament,WT,interest_3213
water treatment,WT,interest_3214
water waves,WW,interest_3215
watershed hydrology,WH,interest_3216
watershed management,WM,interest_3217
wave hydrodynamics,WH,interest_3218
wave propagation,WP,interest_3219
wave propagation aspects,WPA,interest_3220
wavelet,"wavelet Research, wavelet Technology",interest_3221
wavelets,"wavelets Research, wavelets Technology",interest_3222
wavelets analysis,WA,interest_3223
wax pattern,WP,interest_3224
wear & tribology,WT,interest_3225
wearable,"wearable Research, wearable Technology",interest_3226
wearable robots,"Autonomous Systems, Robotics & Automation, WR",interest_3227
web analytics,WA,interest_3228
web social media,WSM,interest_3229
weed management,WM,interest_3230
weld processing,WP,interest_3231
welding,"welding Research, welding Technology",interest_3232
welding and joining,WJ,interest_3233
welding processes,WP,interest_3234
wetting,"wetting Research, wetting Technology",interest_3235
white leds,WL,interest_3236
wi-fi,WF,interest_3237
wind energy,"Clean Energy, Renewable Energy Systems, WE",interest_3238
wind power,WP,interest_3239
wire arc additive manufacturing,WAAM,interest_3240
wire arc ded,WAD,interest_3241
wireless & sensor networks,"Telecommunications, WSN, Wireless Systems",interest_3242
wireless and mobile communications,"Telecommunications, WMC, Wireless Systems",interest_3243
wireless communication,"Telecommunications, WC, Wireless Systems",interest_3244
wireless communication and signal,"Telecommunications, WCS, Wireless Systems",interest_3245
wireless communications,"Telecommunications, WC, Wireless Systems",interest_3246
wireless mesh networks,"Telecommunications, WMN, Wireless Systems",interest_3247
wireless networks,"Telecommunications, WN, Wireless Systems",interest_3248
wireless power transfer,"Telecommunications, WPT, Wireless Systems",interest_3249
wireless sensor networks,"Telecommunications, WSN, Wireless Systems",interest_3250
wisdom,"wisdom Research, wisdom Technology",interest_3251
women in management,WM,interest_3252
women's health,WSH,interest_3253
word combinatorics,WC,interest_3254
work-family interface,WFI,interest_3255
ws2,"ws2 Research, ws2 Technology",interest_3256
w–mo nanoalloy,"Nanoscale Science, Nanotechnology, WMN",interest_3257
x-ray binaries,XRB,interest_3258
x-ray crystallography,XRC,interest_3259
x-ray detectors,XRD,interest_3260
xafs,"xafs Research, xafs Technology",interest_3261
xfem,"xfem Research, xfem Technology",interest_3262
xr,"xr Research, xr Technology",interest_3263
yagi-uda antennas,YUA,interest_3264
yeast prions,YP,interest_3265
